現地コード,銘柄名(English),銘柄名,市場,業種,取扱
MCS,MARCUS CP,MARCUS CP,NYSE,ホテル / モーテル & クルーズ ライン,-
MCY,MERCURY GENERL,MERCURY GENERL,NYSE,保険 - 損害 & 災害,-
MD,MEDNAX INC,MEDNAX INC,NYSE,ヘルスケア施設 & サービス,-
MDB,MONGODB INC A,MONGODB INC A,NASDAQ,ソフトウェア,-
MDC,MDC HOLDINGS INC,ＭＤＣホールディングズ,NYSE,その他製造,○
MDCA,MDC PARTNERS A,MDC PARTNERS A,NASDAQ,広告 & マーケティング,-
MDCO,MEDICINES COMPANY,メディシンズ・カンパニー,NASDAQ,医療機器,○
MDGL,MADRIGL PHRM INC,MADRIGL PHRM INC,NASDAQ,バイオテクノロジー & メディカル リサーチ,-
MDGS,MEDIGUS LTD DRC,MEDIGUS LTD DRC,NASDAQ,--,-
MDIV,MLTI AST DVR ETF,MLTI AST DVR ETF,NASDAQ,--,-
MDLY,MEDLEY MANAGT,MEDLEY MANAGT,NYSE,投資管理 & ファンド オペレーター,-
MDLZ,MONDELEZ INTERNATIONAL INC,モンデリーズ・インターナショナル,NASDAQ,食品・飲料,○
MDP,MEREDITH CORP,メレディス,NYSE,コンピュータ関連,○
MDR,"MCDERMOTT INTERNATIONAL, INC.",マグダーモット・インターナショナル,NYSE,石油・ガス・パイプライン,○
MDRX,ALLSCRIPT HEALTH,ALLSCRIPT HEALTH,NASDAQ,先端医療機器 & テクノロジー,-
MDSO,MEDIDATA SOLN,MEDIDATA SOLN,NASDAQ,IT サービス & コンサルティング,-
MDT,MEDTRONIC PLC,メドトロニック,NYSE,医療機器,○
MDU,MDU RESOURCES,MDU RESOURCES,NYSE,公益事業 - マルチライン,-
MDWD,MEDIWOUND LTD,MEDIWOUND LTD,NASDAQ,医薬品,-
MDXG,MIMEDX GROUP INC,MIMEDX GROUP INC,NASDAQ,医療機器 / 医療用品 & ディストリビューター,-
MDY,SPDR S&P MC 400,SPDR S&P MC 400,NYSE Arca,--,-
MDYG,SPDR S&P400 MCG,SPDR S&P400 MCG,NYSE Arca,--,-
MDYV,SPDR S&P400 MCV,SPDR S&P400 MCV,NYSE Arca,--,-
MED,MEDIFAST INC,MEDIFAST INC,NYSE,食品加工,-
MEDP,MEDPACE HOLDINGS,MEDPACE HOLDINGS,NASDAQ,バイオテクノロジー & メディカル リサーチ,-
MEET,THE MEET GRP INC,THE MEET GRP INC,NASDAQ,インターネットサービス,-
MEI,METHODE ELCTRNCS,METHODE ELCTRNCS,NYSE,電気部品 & 装置,-
MEIP,MEI PHARMA INC,MEI PHARMA INC,NASDAQ,バイオテクノロジー & メディカル リサーチ,-
MELI,MERCADOLIBRE INC,メルカドリブレ,NASDAQ,小売,○
MELR,MELROSE BANCORP,MELROSE BANCORP,NASDAQ,銀行,-
MEN,BLKRK MUNIENHCED,BLKRK MUNIENHCED,NYSE,クローズドエンド型投資信託,-
MEOH,METHANEX CORP,METHANEX CORP,NASDAQ,化学 - 汎用化学製品,-
MERC,MERCER INTL,MERCER INTL,NASDAQ,紙製品,-
MESO,MESOBLAST LIMTED,MESOBLAST LIMTED,NASDAQ,バイオテクノロジー & メディカル リサーチ,-
MET,METLIFE INC,メットライフ,NYSE,金融（保険）,○
METC,RAMACO RESOURCES,RAMACO RESOURCES,NASDAQ,鉄鋼,-
MEXX,DRXN MSCI MXC 3X,DRXN MSCI MXC 3X,NYSE Arca,--,-
MFA,MFA FINANCIAL,MFA FINANCIAL,NYSE,専門 REIT,-
MFC,MANULIFE FIN,マニュライフ・ファイナンシャル,NYSE,金融（保険）,○
MFCB,MFC BANCORP LTD,MFC BANCORP LTD,NYSE,投資銀行 & 証券サービス,-
MFD,MACQUARIE GLB IN,MACQUARIE GLB IN,NYSE,クローズドエンド型投資信託,-
MFDX,PIMCO RAFI DYNMC,PIMCO RAFI DYNMC,NYSE Arca,--,-
MFEM,PIMCO RAF DYN EQ,PIMCO RAF DYN EQ,NYSE Arca,--,-
MFG,MIZUHO FINCL GRP,MIZUHO FINCL GRP,NYSE,銀行,-
MFGP,MICRO FOCUS INTERNATIONAL,マイクロ・フォーカス・インターナショナル,NYSE,情報処理サービス,○
MFIN,MEDALLION FI ORD,MEDALLION FI ORD,NASDAQ,企業金融サービス,-
MFL,BLKRK MNH INV QF,BLKRK MNH INV QF,NYSE,クローズドエンド型投資信託,-
MFM,MFS MUNICIPAL,MFS MUNICIPAL,NYSE,クローズドエンド型投資信託,-
MFNC,MACKINAC FINL,MACKINAC FINL,NASDAQ,銀行,-
MFSF,MUTUALFST FINL,MUTUALFST FINL,NASDAQ,銀行,-
MFT,BLKRK INVT QF,BLKRK INVT QF,NYSE,クローズドエンド型投資信託,-
MFUS,PIMCO RAF DYN EQ,PIMCO RAF DYN EQ,NYSE Arca,--,-
MFV,MFS SPECIAL VAL,MFS SPECIAL VAL,NYSE,クローズドエンド型投資信託,-
MG,MISTRAS GRUP INC,MISTRAS GRUP INC,NYSE,事業サポート サービス,-
MGA,MAGNA INTNL,MAGNA INTNL,NYSE,自動車 / トラック & 自動二輪車部品,-
MGC,VANGUARD MEGA CAP ETF,バンガード・米国メガキャップETF,NYSE Arca,その他,○
MGEE,MGE ENERGY INC,MGE ENERGY INC,NASDAQ,公益企業 - 電力,-
MGEN,MIRAGEN THRPUTCS,MIRAGEN THRPUTCS,NASDAQ,バイオテクノロジー & メディカル リサーチ,-
MGF,MFS GOVT MARKET,MFS GOVT MARKET,NYSE,クローズドエンド型投資信託,-
MGI,MONEYGRAM INTL,MONEYGRAM INTL,NASDAQ,事業サポート サービス,-
MGIC,MAGIC SFTWARE,MAGIC SFTWARE,NASDAQ,ソフトウェア,-
MGK,VANGUARD MEGA CAP GROWTH ETF,バンガード・米国メガキャップ・グロースETF,NYSE Arca,その他,○
MGLN,MAGELLAN HEALTH,MAGELLAN HEALTH,NASDAQ,管理健康医療,-
MGM,MGM RESORTS INTE,ＭＧＭリゾート・インタナショナル,NYSE,ホテル・モーテル,○
MGNX,MACROGENICS,MACROGENICS,NASDAQ,バイオテクノロジー & メディカル リサーチ,-
MGP,MGM GROWTH PROPE,MGM GROWTH PROPE,NYSE,専門 REIT,-
MGPI,MGP INGREDIENTS,MGP INGREDIENTS,NASDAQ,食品加工,-
MGRC,MCGRATH RENT,MCGRATH RENT,NASDAQ,事業サポート サービス,-
MGTA,MAGENTA THERPTCS,MAGENTA THERPTCS,NASDAQ,バイオテクノロジー & メディカル リサーチ,-
MGTX,MEIRAGTX HOLDNGS,MEIRAGTX HOLDNGS,NASDAQ,バイオテクノロジー & メディカル リサーチ,-
MGU,MACQUARIE GL FD,MACQUARIE GL FD,NYSE,クローズドエンド型投資信託,-
MGV,VANGUARD MEGA CAP VALUE ETF,バンガード・米国メガキャップ・バリューETF,NYSE Arca,その他,○
MGYR,MAGYAR BANCORP,MAGYAR BANCORP,NASDAQ,銀行,-
MHD,BLKRK MNHLD FD,BLKRK MNHLD FD,NYSE,クローズドエンド型投資信託,-
MHE,BLKRCK MASSA,BLKRCK MASSA,NYSE,クローズドエンド型投資信託,-
MHED,MHED,MHED,NYSE,--,-
MHF,WA MUNI HI INC,WA MUNI HI INC,NYSE,クローズドエンド型投資信託,-
MHI,PIONEER MUNI INC,PIONEER MUNI INC,NYSE,クローズドエンド型投資信託,-
MHK,MOHAWK INDUSTRIES INC,モホーク・インダストリーズ,NYSE,その他製造,○
MHLD,MAIDEN HLDGS LTD,MAIDEN HLDGS LTD,NASDAQ,再保険,-
MHN,BLKRK NY QLTY FD,BLKRK NY QLTY FD,NYSE,クローズドエンド型投資信託,-
MHO,M/I HOMES INC,M/I HOMES INC,NYSE,住宅建設,-
MIC,MACQUARIE LLC,MACQUARIE LLC,NYSE,航空貨物 & 物流サービス,-
MICT,MICRONET ENERTEC,MICRONET ENERTEC,NASDAQ,航空宇宙 & 防衛,-
MIDD,THE MIDDLEBY,THE MIDDLEBY,NASDAQ,電気機器 / 工具 & 家庭用品,-
MIDU,DXN MIDCP BULL3X,DXN MIDCP BULL3X,NYSE Arca,--,-
MIDZ,DXN MIDCP BEAR3X,DXN MIDCP BEAR3X,NYSE Arca,--,-
MIE,CHN&STRS MLP I&E,CHN&STRS MLP I&E,NYSE,クローズドエンド型投資信託,-
MIK,MICHAELS COMPNS,MICHAELS COMPNS,NASDAQ,小売 - その他専門,-
MILN,GLOBAL X MIL ECL,GLOBAL X MIL ECL,NASDAQ,--,-
MIME,MIMECAST LIMITED,MIMECAST LIMITED,NASDAQ,インターネットサービス,-
MIN,MFS INTERMEDIATE,MFS INTERMEDIATE,NYSE,クローズドエンド型投資信託,-
MINC,ADVISORSHAR ECL,ADVISORSHAR ECL,NYSE Arca,--,-
MIND,MITCHAM INDS,MITCHAM INDS,NASDAQ,石油関連サービス & 装置,-
MINI,"MOBILE MINI, INC",モバイル・ミニ,NASDAQ,サービス,○
MINT,PIMCO EHN ST MTY,PIMCO EHN ST MTY,NYSE Arca,--,-
MITK,MITEK SYSTEM INC,MITEK SYSTEM INC,NASDAQ,ソフトウェア,-
MITL,MITEL NETWORKS,MITEL NETWORKS,NASDAQ,ソフトウェア,-
MITT,AG MORTG INV TRS,AG MORTG INV TRS,NYSE,専門 REIT,-
MIXT,MIX TELEMATS LTD,MIX TELEMATS LTD,NYSE,ソフトウェア,-
MIY,BLKRK MC QLTY FD,BLKRK MC QLTY FD,NYSE,クローズドエンド型投資信託,-
MJ,ETFMG ALTRNV HRV,ETFMG ALTRNV HRV,NYSE Arca,--,-
MKC,MCCORMICK & CO-NON VTG SHRS,マコーミック,NYSE,食品・飲料,○
MKC.V,MCCORMICK VTG,MCCORMICK VTG,NYSE,--,-
MKGI,MONAKER GRP INC,MONAKER GRP INC,NASDAQ,放送,-
MKL,MARKEL CORPORATION,マーケル,NYSE,金融（保険）,○
MKSI,MKS INSTRUMENTS INC,ＭＫＳインスツルメンツ,NASDAQ,その他製造,○
MKTX,MARKETAXESS,MARKETAXESS,NASDAQ,フィナンシャル & 商品市場オペレーター,-
MLAB,MESA LAB,MESA LAB,NASDAQ,産業機械 & 装置,-
MLCO,MELCO RESORTS & ENTERTAIMENT LTD,メルコ・リゾーツ・エンターテイメント,NASDAQ,ホテル・モーテル,○
MLHR,HERMAN MILLER,HERMAN MILLER,NASDAQ,事業サポート資材,-
MLI,MUELLER INDS,MUELLER INDS,NYSE,産業機械 & 装置,-
MLM,MARTIN MARIETTA MATERIALS INC,マーチン・マリエッタ・マテリアルズ,NYSE,その他製造,○
MLN,VNCK VCTR AMT,VNCK VCTR AMT,NYSE Arca,--,-
MLNT,MELINTA THERAPTC,MELINTA THERAPTC,NASDAQ,バイオテクノロジー & メディカル リサーチ,-
MLNX,MELLANOX TECHNOLOGIES LTD,メラノックス・テクノロジーズ,NASDAQ,その他製造,○
MLP,MAUI LD & PINEAP,MAUI LD & PINEAP,NYSE,不動産開発 & 運用,-
MLPA,GLBX MLP,GLBX MLP,NYSE Arca,--,-
MLPX,GLBX MLP&ENERGY,GLBX MLP&ENERGY,NYSE Arca,--,-
MLR,MILLER INDS,MILLER INDS,NYSE,自動車 / トラック & 自動二輪車部品,-
MLVF,MALVERN BANCORP,MALVERN BANCORP,NASDAQ,銀行,-
MMAC,MMA CAPITAL MANA,MMA CAPITAL MANA,NASDAQ,銀行,-
MMB,MMB,MMB,NYSE,--,-
MMC,"MARSH & MCLENNAN COMPANIES, INC.",マーシュ　アンド　マクレナン,NYSE,金融（保険）,○
MMD,MSTY MCKY DEF MN,MSTY MCKY DEF MN,NYSE,クローズドエンド型投資信託,-
MMDM,MDRN MEDIA AQSTN,MDRN MEDIA AQSTN,NASDAQ,--,-
MMI,MARCUS & MILICHP,MARCUS & MILICHP,NYSE,不動産サービス,-
MMIN,IQ MCKY SHD INSD,IQ MCKY SHD INSD,NYSE Arca,--,-
MMIT,IQ MACKAY INTMDT,IQ MACKAY INTMDT,NYSE Arca,--,-
MMM,3M COMPANY,スリーエム,NYSE,その他製造,○
MMS,MAXIMUS,MAXIMUS,NYSE,事業サポート サービス,-
MMSI,MERIT MEDIC,MERIT MEDIC,NASDAQ,医療機器 / 医療用品 & ディストリビューター,-
MMT,MFS MULTIMARKET,MFS MULTIMARKET,NYSE,クローズドエンド型投資信託,-
MMTM,SPDR SP 1500 MTM,SPDR SP 1500 MTM,NYSE Arca,--,-
MMU,WA MNG MUNI FUND,WA MNG MUNI FUND,NYSE,クローズドエンド型投資信託,-
MMYT,MAKEMYTRIP LIMITED,メイクマイトリップ,NASDAQ,ソフトウェア・ソフトウェアサービス,○
MN,MANNING & NAPIER,MANNING & NAPIER,NYSE,投資管理 & ファンド オペレーター,-
MNA,IQ MERGER ARB,IQ MERGER ARB,NYSE Arca,--,-
MNDO,MIND CTI LTD,MIND CTI LTD,NASDAQ,IT サービス & コンサルティング,-
MNE,BLKRK MUNIYLD NY,BLKRK MUNIYLD NY,NYSE,クローズドエンド型投資信託,-
MNGA,MAGNEGAS COR ORD,MAGNEGAS COR ORD,NASDAQ,再生可能燃料,-
MNK,MALLINCKRODT PLC,マリンクロット,NYSE,医薬品,○
MNKD,MANNKIND CORPORATION,マンカインド,NASDAQ,医薬品（バイオテクノロジー）,○
MNLO,MENLO THERAPTCS,MENLO THERAPTCS,NASDAQ,バイオテクノロジー & メディカル リサーチ,-
MNOV,MEDICINOVA,MEDICINOVA,NASDAQ,バイオテクノロジー & メディカル リサーチ,-
MNP,WA MUN PRTNR FD,WA MUN PRTNR FD,NYSE,クローズドエンド型投資信託,-
MNR,MONMOUTH REAL,MONMOUTH REAL,NYSE,商業 REIT,-
MNRO,MONRO INC ORD,MONRO INC ORD,NASDAQ,小売 - 自動車、部品 & サービス,-
MNSI,MNSI,MNSI,NASDAQ,--,-
MNST,MONSTER BEVERAGE CORP,モンスタービバレッジ,NASDAQ,食品・飲料,○
MNTA,MOMENTA PHARM,MOMENTA PHARM,NASDAQ,バイオテクノロジー & メディカル リサーチ,-
MNTX,MANITEX INTL INC,MANITEX INTL INC,NASDAQ,産業機械 & 装置,-
MO,"ALTRIA GROUP, INC.",アルトリア・グループ,NYSE,食品・飲料,○
MOAT,VanEck Vectors Morningstar Wide Moat ETF,ヴァンエック・ベクトル・モーニングスター・ワイド・モートETF,NYSE Arca,その他,○
MOBL,MOBILEIRON INC,MOBILEIRON INC,NASDAQ,ソフトウェア,-
MOD,MODINE MNFC CO,MODINE MNFC CO,NYSE,自動車 / トラック & 自動二輪車部品,-
MODN,MODEL N INC,MODEL N INC,NYSE,ソフトウェア,-
MOFG,MIDWESTONE FINCL,MIDWESTONE FINCL,NASDAQ,銀行,-
MOG.A,MOOG INC A,MOOG INC A,NYSE,航空宇宙 & 防衛,-
MOG.B,MOOG INC B,MOOG INC B,NYSE,--,-
MOGLC,GBLI MDIA NXTSHR,GBLI MDIA NXTSHR,NASDAQ,--,-
MOGO,MOGO FINANC TECH,MOGO FINANC TECH,NASDAQ,--,-
MOH,"MOLINA HEALTHCARE, INC.",モリナ・ヘルスケア,NYSE,トイレタリー・ヘルスケア,○
MOM,AGFIQ NTL MOMNTM,AGFIQ NTL MOMNTM,NYSE Arca,--,-
MOMO,MOMO INC,モモ,NASDAQ,ソフトウェア・ソフトウェアサービス,○
MOO,VanEck Vectors Agribusiness ETF,ヴァンエック・ベクトル・アグリビジネスETF,NYSE Arca,その他,○
MOR,MORPHOSYS AG,MORPHOSYS AG,NASDAQ,--,-
MORN,MORNINGSTAR,MORNINGSTAR,NASDAQ,専門情報サービス,-
MORT,VNCK VCTR MRTG,VNCK VCTR MRTG,NYSE Arca,--,-
MOS,MOSAIC CO/THE,モザイク,NYSE,化学,○
MOSC,MOSAIC ACQST ORD,MOSAIC ACQST ORD,NYSE,--,-
MOSY,MOSYS INC,MOSYS INC,NASDAQ,半導体,-
MOTI,VNCK VCR MRN INT,VNCK VCR MRN INT,NYSE Arca,--,-
MOTS,MOTUS GI HOLDING,MOTUS GI HOLDING,NASDAQ,先端医療機器 & テクノロジー,-
MOV,MOVADO GROUP,MOVADO GROUP,NYSE,アパレル & アクセサリ,-
MOXC,MOXIAN INC,MOXIAN INC,NASDAQ,ヘルスケア施設 & サービス,-
MPA,BLKRK PEN QLT FD,BLKRK PEN QLT FD,NYSE,クローズドエンド型投資信託,-
MPAA,MOTORCAR PT OF A,MOTORCAR PT OF A,NASDAQ,自動車 / トラック & 自動二輪車部品,-
MPAC,MTLN PRTNR ACQ A,MTLN PRTNR ACQ A,NASDAQ,--,-
MPB,MID PENN BANCP,MID PENN BANCP,NASDAQ,銀行,-
MPC,MARATHON PETROLEUM,マラソン・ペトロリアム,NYSE,石油・ガス・パイプライン,○
MPCT,ISHR MSCI GL ETF,ISHR MSCI GL ETF,NASDAQ,--,-
MPO,MIDSTATES PTRLUM,MIDSTATES PTRLUM,NYSE,石油 & ガス探査 / 生産,-
MPV,BARINGS PRT INV,BARINGS PRT INV,NYSE,クローズドエンド型投資信託,-
MPVD,MOUNTAN PRO DIMD,MOUNTAN PRO DIMD,NASDAQ,--,-
MPW,MEDICAL PRPS TR,MEDICAL PRPS TR,NYSE,専門 REIT,-
MPWR,MONOLITHIC POWER,MONOLITHIC POWER,NASDAQ,半導体,-
MPX,MARINE PRODUCTS,MARINE PRODUCTS,NYSE,レクリエーショナル製品,-
MQT,BLKRK MNYL QL II,BLKRK MNYL QL II,NYSE,クローズドエンド型投資信託,-
MQY,BLKRK MUNYL QUAL,BLKRK MUNYL QUAL,NYSE,クローズドエンド型投資信託,-
MRAM,EVERSPIN TECHNOLOGIES INC,エバースピン・テクノロジー,NASDAQ,コンピュータ関連,○
MRBK,MERIDIAN BNK ORD,MERIDIAN BNK ORD,NASDAQ,--,-
MRC,MRC GLOBAL INC,MRC GLOBAL INC,NYSE,産業機械 & 装置,-
MRCC,MONROE CAPIT ORD,MONROE CAPIT ORD,NASDAQ,企業金融サービス,-
MRCY,MERCURY SYSTEMS,MERCURY SYSTEMS,NASDAQ,航空宇宙 & 防衛,-
MRIN,MARIN SOFTWARE,MARIN SOFTWARE,NASDAQ,IT サービス & コンサルティング,-
MRK,"MERCK & CO., INC.",メルク,NYSE,医薬品,○
MRLN,MARLIN BUS SVC,MARLIN BUS SVC,NASDAQ,銀行,-
MRMR,MRMR,MRMR,NASDAQ,--,-
MRNS,MARINUS PHARMA,MARINUS PHARMA,NASDAQ,医薬品,-
MRO,MARATHON OIL,マラソン・オイル,NYSE,石油・ガス・パイプライン,○
MRSN,MERSANA TPTC INC,MERSANA TPTC INC,NASDAQ,バイオテクノロジー & メディカル リサーチ,-
MRT,MEDEQUITIES RLTY,MEDEQUITIES RLTY,NYSE,専門 REIT,-
MRTN,MARTEN TRANS,MARTEN TRANS,NASDAQ,陸運貨物 & 物流,-
MRTX,MIRATI THERAPEUT,MIRATI THERAPEUT,NASDAQ,バイオテクノロジー & メディカル リサーチ,-
MRUS,MERUS N V ORD,MERUS N V ORD,NASDAQ,バイオテクノロジー & メディカル リサーチ,-
MRVL,MARVELL TECHNOLOGY GROUP LTD.,マーベル・テクノロジー・グループ,NASDAQ,半導体関連,○
MS,MORGAN STANLEY,モルガン・スタンレー,NYSE,金融（証券）,○
MS,MORGAN STANLEY,モルガン・スタンレー,NYSE,金融（証券）,○
MSA,MSA SAFETY INCRP,MSA SAFETY INCRP,NYSE,事業サポート資材,-
MSB,MESABI TRUST,MESABI TRUST,NYSE,鉄鋼,-
MSBF,MSB FINCL CORP,MSB FINCL CORP,NASDAQ,銀行,-
MSBI,MIDLND STS BNCRP,MIDLND STS BNCRP,NASDAQ,銀行,-
MSCI,MSCI INC,ＭＳＣＩ,NYSE,金融（その他）,○
MSD,MS EMRG MKT DEBT,MS EMRG MKT DEBT,NYSE,クローズドエンド型投資信託,-
MSEX,MIDDLESEX WATR,MIDDLESEX WATR,NASDAQ,公益事業 - 水道,-
MSF,MS EMERG MKTS FD,MS EMERG MKTS FD,NYSE,クローズドエンド型投資信託,-
MSFT,MICROSOFT CORPORATION,マイクロソフト,NASDAQ,ソフトウェア・ソフトウェアサービス,○
MSG,MADISON SQUARE GARDEN CO-A,マディソン・スクエア・ガーデン,NYSE,エンターテイメント・メディア,○
MSGN,MSG NETWORK INC.,MSGネットワーク,NYSE,エンターテイメント・メディア,○
MSI,MOTROLA SOLUTIONS,モトローラ　ソリューションズ,NYSE,通信関連,○
MSL,MIDSOUTH BANCORP,MIDSOUTH BANCORP,NYSE,銀行,-
MSM,MSC INDUSTRIAL,MSC INDUSTRIAL,NYSE,産業機械 & 装置,-
MSON,MISONIX INC,MISONIX INC,NASDAQ,先端医療機器 & テクノロジー,-
MSP,MADISON STR SEC,MADISON STR SEC,NYSE,クローズドエンド型投資信託,-
MSR,MAUSER GROUP N V,MAUSER GROUP N V,NYSE,非紙製容器 & 包装,-
MSTR,MICROSTRATEGY,MICROSTRATEGY,NASDAQ,ソフトウェア,-
MT,ARCELORMITTAL,アルセロール・ミタル,NYSE,鉄鋼・鉱業,○
MTB,M&T BANK CORPORATION,Ｍ＆Ｔバンク,NYSE,金融（銀行）,○
MTBC,MEDICAL TRANSC,MEDICAL TRANSC,NASDAQ,先端医療機器 & テクノロジー,-
MTCH,"MATCH GROUP, INC.",マッチ・グループ,NASDAQ,インターネットサービス,○
MTD,"METTLER-TOLEDO INTERNATIONAL, INC",メトラー・トレド・インターナショナル,NYSE,その他製造,○
MTDR,MATADOR RESOURCS,MATADOR RESOURCS,NYSE,石油 & ガス探査 / 生産,-
MTEC,MTECH ACSTN CP A,MTECH ACSTN CP A,NASDAQ,--,-
MTEM,MOLECLR TMPL ORD,MOLECLR TMPL ORD,NASDAQ,バイオテクノロジー & メディカル リサーチ,-
MTEX,"MANNATECH, INCORPORATED",マナテック,NASDAQ,医薬品,○
MTFB,MOTIF BIO PLC,MOTIF BIO PLC,NASDAQ,--,-
MTG,MGIC INV CP,MGIC INV CP,NYSE,保険 - 損害 & 災害,-
MTGE,MTGE INVESTMENT,MTGE INVESTMENT,NASDAQ,専門 REIT,-
MTH,MERITAGE HOMES CORP,メリテージ・ホームズ,NYSE,その他製造,○
MTL,MECHEL OAO,メシェル,NYSE,鉄鋼・鉱業,○
MTL PR,MECHEL PAO,MECHEL PAO,NYSE,--,-
MTLS,MATERIALISE ADR,MATERIALISE ADR,NASDAQ,ソフトウェア,-
MTN,VAIL RESORTS INC,ベイル・リゾーツ,NYSE,サービス,○
MTOR,MERITOR INC,MERITOR INC,NYSE,自動車 / トラック & 自動二輪車部品,-
MTP,MIDATECH PHARMA,MIDATECH PHARMA,NASDAQ,バイオテクノロジー & メディカル リサーチ,-
MTR,MESA ROYALTY TR,MESA ROYALTY TR,NYSE,石油 & ガス探査 / 生産,-
MTRN,MATERION CORP,MATERION CORP,NYSE,採鉱 & 金属 - 特殊 ,-
MTRX,MATRIX SERVICE,MATRIX SERVICE,NASDAQ,石油関連サービス & 装置,-
MTSC,M T S SYSTEMS,M T S SYSTEMS,NASDAQ,電気部品 & 装置,-
MTSI,MACOM Technology Solutions Holdings Inc,メイコム・テクノロジー・ソリューションズ・ホールディングス,NASDAQ,半導体関連,○
MTSL,MER TELEMGT SOL,MER TELEMGT SOL,NASDAQ,IT サービス & コンサルティング,-
MTT,WEST AST MUN OPP,WEST AST MUN OPP,NYSE,クローズドエンド型投資信託,-
MTW,THE MANITWC COMP,THE MANITWC COMP,NYSE,重機,-
MTX,MINERALS TECH,MINERALS TECH,NYSE,化学 - 特殊化学製品,-
MTZ,MASTEC INC,MASTEC INC,NYSE,土木 & 建設業,-
MU,"MICRON TECHNOLOGY, INC.",マイクロン　テクノロジー,NASDAQ,半導体関連,○
MUA,BLKRK MUNIASSETD,BLKRK MUNIASSETD,NYSE,クローズドエンド型投資信託,-
MUB,ISHR NTL MUN BND,ISHR NTL MUN BND,NYSE Arca,--,-
MUC,BLKRK MNH CLF QF,BLKRK MNH CLF QF,NYSE,クローズドエンド型投資信託,-
MUDS,MUDRICK CAP AC A,MUDRICK CAP AC A,NASDAQ,--,-
MUE,BLKRK MNHL QF II,BLKRK MNHL QF II,NYSE,クローズドエンド型投資信託,-
MUFG,MTSUBSH UFJ FINA,MTSUBSH UFJ FINA,NYSE,銀行,-
MUH,BLKRK MUNIHLD II,BLKRK MUNIHLD II,NYSE,クローズドエンド型投資信託,-
MUI,BLKRK MUN INT DR,BLKRK MUN INT DR,NYSE,クローズドエンド型投資信託,-
MUJ,BLKRK NJ QLTY FD,BLKRK NJ QLTY FD,NYSE,クローズドエンド型投資信託,-
MUNI,PIMCO INT MNC BD,PIMCO INT MNC BD,NYSE Arca,--,-
MUR,MURPHY OIL CORP,MURPHY OIL CORP,NYSE,石油 & ガス探査 / 生産,-
MUS,BLKRK MNH QLT FD,BLKRK MNH QLT FD,NYSE,クローズドエンド型投資信託,-
MUSA,MURPHY USA INC,MURPHY USA INC,NYSE,石油 & ガス精製 / 販売,-
MUX,MCEWEN MININ INC,MCEWEN MININ INC,NYSE,採鉱総合,-
MVBF,MVB FINANCL CRP,MVB FINANCL CRP,NASDAQ,銀行,-
MVC,MVC CAPITAL,MVC CAPITAL,NYSE,クローズドエンド型投資信託,-
MVF,BLRK MUNIVST FD,BLRK MUNIVST FD,NYSE,クローズドエンド型投資信託,-
MVIN,NATIXIS SYND INT,NATIXIS SYND INT,NYSE Arca,--,-
MVIS,MICROVISION INC,MICROVISION INC,NASDAQ,電子機器装置 & 部品,-
MVT,BLKRK MNIVST II,BLKRK MNIVST II,NYSE,クローズドエンド型投資信託,-
MVV,PRSH ULTR MC 400,PRSH ULTR MC 400,NYSE Arca,--,-
MWA,MUELLER WATER A,MUELLER WATER A,NYSE,産業機械 & 装置,-
MX,MAGNACHP SEMICND,MAGNACHP SEMICND,NYSE,半導体,-
MXDE,NTNWD MX DIV ETF,NTNWD MX DIV ETF,NYSE Arca,--,-
MXDU,NTNWD MAX DIVRSF,NTNWD MAX DIVRSF,NYSE Arca,--,-
MXE,MEXICO EQUITY,MEXICO EQUITY,NYSE,クローズドエンド型投資信託,-
MXF,THE MEXICO FUND,THE MEXICO FUND,NYSE,クローズドエンド型投資信託,-
MXI,iShares Global Materials ETF,iシェアーズ グローバル素材 ETF,NYSE Arca,その他,○
MXIM,MAXIM INTEGRATED,マキシム・インテグレーテッド・プロダクツ,NASDAQ,半導体関連,○
MXL,MAXLINEAR INC,MAXLINEAR INC,NYSE,半導体,-
MXWL,MAXWELL TECH,MAXWELL TECH,NASDAQ,電気部品 & 装置,-
MYC,BLKRK MNYL CL FD,BLKRK MNYL CL FD,NYSE,クローズドエンド型投資信託,-
MYD,BLKRK MNYLD INC,BLKRK MNYLD INC,NYSE,クローズドエンド型投資信託,-
MYE,MYERS INDS,MYERS INDS,NYSE,非紙製容器 & 包装,-
MYF,BLKRK MNYLD INV,BLKRK MNYLD INV,NYSE,クローズドエンド型投資信託,-
MYGN,"MYRIAD GENETICS, INC.",ミリアド・ジェネティックス,NASDAQ,医薬品（バイオテクノロジー）,○
MYI,BLKRK MNY QF III,BLKRK MNY QF III,NYSE,クローズドエンド型投資信託,-
MYJ,BLKRK MUNIYL NJ,BLKRK MUNIYL NJ,NYSE,クローズドエンド型投資信託,-
MYL,MYLAN NV,MYLAN NV,NASDAQ,医薬品,-
MYN,BLKRK MNYLD QF,BLKRK MNYLD QF,NYSE,クローズドエンド型投資信託,-
MYND,MYND ANLYTCS ORD,MYND ANLYTCS ORD,NASDAQ,ヘルスケア施設 & サービス,-
MYOK,MYOKARDIA IN,MYOKARDIA IN,NASDAQ,バイオテクノロジー & メディカル リサーチ,-
MYOS,MYOS RENS TECHNO,MYOS RENS TECHNO,NASDAQ,食品加工,-
